"X","Deal.Type","Primary.Asset.Type","Investors.Buyers.Firms.","Bought.From.Sellers.Firms.","Asset.Cities","Assets.Types","Assets","Buyer.Type","Seller.Type","Deal.Size.Usd.Mn.","No.Of.Assets","Total.Size.Sq.Ft.","distance.x","Year_Month","Town","distance","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate.Own.children.under.6.years","Estimate.Own.children.6.to.17.years","Estimate.Car..truck..or.van....drove.alone","Estimate.Car..truck..or.van....carpooled","Estimate.Public.transportation..excluding.taxicab.","Estimate.Walked","Estimate.Worked.at.home","Estimate.Mean.travel.time.to.work..minutes.","Estimate.Management..business..science..and.arts.occupations","Estimate.Service.occupations","Estimate.Sales.and.office.occupations","Estimate.Natural.resources..construction..and.maintenance.occupations","Estimate.Production..transportation..and.material.moving.occupations","Estimate.Agriculture..forestry..fishing.and.hunting..and.mining","Estimate.Construction","Estimate.Manufacturing","Estimate.Wholesale.trade","Estimate.Retail.trade","Estimate.Transportation.and.warehousing..and.utilities","Estimate.Information","Estimate.Finance.and.insurance..and.real.estate.and.rental.and.leasing","Estimate.Professional..scientific..and.management..and.administrative.and.waste.management.services","Estimate.Educational.services..and.health.care.and.social.assistance","Estimate.Arts..entertainment..and.recreation..and.accommodation.and.food.services","Estimate.Other.services..except.public.administration","Estimate.Public.administration","Estimate.Private.wage.and.salary.workers","Estimate.Government.workers","Estimate.Self.employed.in.own.not.incorporated.business.workers","Estimate.Unpaid.family.workers","Estimate.Median.household.income..dollars.","Estimate.With.earnings","Estimate.With.Social.Security","Estimate.With.retirement.income","Estimate.With.Supplemental.Security.Income","Estimate.With.cash.public.assistance.income","Estimate.With.Food.Stamp.SNAP.benefits.in.the.past.12.months","Estimate.With.health.insurance.coverage","Estimate.With.health.insurance.coverage..With.private.health.insurance","Estimate.With.health.insurance.coverage..With.public.coverage","Estimate.No.health.insurance.coverage","Opportunity_Zone","Year","Address","longitude","latitude","long_center","lat_center","sanity_check","full_address","lat.census.town","lon.census.town"
1164,"Single Asset","Residential","Unidentified Buyer/s","Calvera Partners","Sunnyvale","Residential, Multi-Family, Garden/Low Rise Multi-Family","505 Columbia Avenue","Other","Fund Manager",2.1,NA,NA,NA,"2015-11","Sunnyvale",2291.56484031642,0.12,1048634,1006559,42075,4,1037994.19061205,2015,"13093","18849","57443","8125","6069","1352","2979",24.1,"52676","10885","11318","2767","3466",91,1772,15200,1407,5413,999,7065,3430,22473,12040,6640,3127,1455,72409,5209,3494,0,112217,47752,11411,6784,1547,458,1736,144833,124228,32984,6385,0,2015,"505 Columbia Avenue, Sunnyvale, California",-122.020507,37.3851175,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
1092,"Single Asset","Office","JP Morgan Asset Management","Wells Fargo Bank","Sunnyvale","Office","200 South Mathilda Avenue","Fund Manager","Investor",270,NA,161444,NA,"2016-01","Sunnyvale",850.915547022301,0.34,1052383,1010739,41644,4,1070920.53732782,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"200 South Mathilda Avenue, Sunnyvale, California",-122.034036,37.3762497,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
944,"Single Asset","Residential","Unidentified Seller/s","Calvera Partners","Sunnyvale","Residential, Multi-Family","Maude Gardens","Other","Fund Manager",14.8,NA,NA,NA,"2016-04","Sunnyvale",2753.07987905174,0.37,1057014,1015962,41052,3.9,1099809.04207795,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"Maude Gardens, Sunnyvale, California",-122.0393643,37.3934451,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
907,"Single Asset","Office","Unidentified Buyer/s","Swift Real Estate Partners","Sunnyvale","Industrial, Flex","1265 Borregas Avenue","Other","Fund Manager",24,NA,68987,NA,"2016-05","Sunnyvale",4733.08933952194,0.37,1058290,1017264,41026,3.9,1096364.18180586,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"1265 Borregas Avenue, Sunnyvale, California",-122.0191765,37.4090995,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
915,"Single Asset","Office","California State Teachers' Retirement System (CalSTRS), GI Partners","Oaktree Capital Management, Hines","Sunnyvale","Office, Office - R&D","825 Stewart Drive","Investor, Fund Manager","Fund Manager, Fund Manager",34.73,NA,75000,NA,"2016-05","Sunnyvale",2958.65426960041,0.37,1058290,1017264,41026,3.9,1096364.18180586,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"825 Stewart Drive, Sunnyvale, California",-122.0093077,37.3844707,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
832,"Single Asset","Residential","Unidentified Buyer/s","Interstate Equities Corporation","Sunnyvale","Residential, Multi-Family","The Bungalows at Mathilda","Other","Fund Manager",22.5,NA,37136,NA,"2016-07","Sunnyvale",3360.64397179094,0.39,1059933,1018839,41094,3.9,1074942.15770865,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"The Bungalows at Mathilda, Sunnyvale, California",-122.0239463,37.3973654,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
808,"Single Asset","Industrial","ABR Capital Partners, Graymark Capital","Prologis","Sunnyvale","Office - R&D, Office, Distribution Warehouse, Industrial","1237 East Arques Avenue","Fund Manager, Fund Manager","Fund Manager",20.04,NA,68608,NA,"2016-08","Sunnyvale",4129.12031179898,0.4,1060252,1019147,41105,3.9,1060546.89661691,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"1237 East Arques Avenue, Sunnyvale, California",-121.9922747,37.381041,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
811,"Single Asset","Land","Irvine Company","W. P. Carey","Sunnyvale","Land, Development Site","1 AMD Place","Fund Manager","Fund Manager",175,NA,15191706.82,NA,"2016-08","Sunnyvale",5170.62598015225,0.4,1060252,1019147,41105,3.9,1060546.89661691,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"1 AMD Place, Sunnyvale, California",-122.0032732,37.4071292,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
777,"Single Asset","Industrial","LBA Realty","Unidentified Seller/s, Woodmont Properties","Sunnyvale","Industrial, Distribution Warehouse, Manufacturing","1250 Elko Drive","Fund Manager","Other, Fund Manager",16.75,NA,90544,NA,"2016-09","Sunnyvale",5953.017000103,0.4,1060464,1019344,41120,3.9,1044061.56440201,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"1250 Elko Drive, Sunnyvale, California",-121.9881748,37.4061754,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
709,"Single Asset","Hotel","HHM Hotels","Unidentified Seller/s","Sunnyvale","Hotel, Full Service","Courtyard Sunnyvale Mountain View","Fund Manager","Other",75,NA,NA,NA,"2016-11","Sunnyvale",292.149898596819,0.41,1061400,1020871,40529,3.8,1018114.51173596,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"Courtyard Sunnyvale Mountain View, Sunnyvale, California",-122.0395687,37.3694132,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
715,"Single Asset","Mixed Use","Embarcadero Capital Partners","Unidentified Seller/s","Sunnyvale","Office, Retail","Oakmead Terrace","Fund Manager","Other",75,NA,127757,NA,"2016-11","Sunnyvale",4409.91842997449,0.41,1061400,1020871,40529,3.8,1018114.51173596,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"Oakmead Terrace, Sunnyvale, California",-121.9915574,37.3862206,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
650,"Portfolio","Office","Unidentified Buyer/s","Swift Real Estate Partners","Sunnyvale","Office, Office - R&D","928 East Arques Avenue, 928-930 East Arques Avenue","Other","Fund Manager",31.15,2,82963,NA,"2016-12","Sunnyvale",2842.32454064502,0.54,1062344,1022541,39803,3.7,1014041.05063402,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"928 East Arques Avenue, Sunnyvale, California",-122.0072485,37.3796529,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
657,"Single Asset","Office","Darby Overseas Investments, Madison Marquette, Hana Financial Group","Westbrook Partners","Cupertino","Office","De Anza Plaza","Fund Manager, Other","Fund Manager",18.77,NA,82527,NA,"2016-12","Sunnyvale",86.0469806338955,0.54,1062344,1022541,39803,3.7,1014041.05063402,2016,"13805","19571","58004","8482","5325","1665","4213",24.2,"53900","9614","11471","3093","3591",166,2757,15183,1853,6801,1300,7144,2572,22141,11705,5651,2174,2222,73683,4884,2895,207,121546,48777,9863,5541,2079,759,1371,147541,125366,34297,4728,0,2016,"De Anza Plaza, Cupertino, California",-122.0326573,37.3236089,-122.0322895,37.3228934,"Pass","Sunnyvale, California",37.3688301,-122.036349
545,"Single Asset","Residential","Essex Property Trust","Meridian Property Company","Cupertino","Residential, Multi-Family","Sage at Cupertino","Fund Manager","Fund Manager",90,NA,NA,NA,"2017-04","Sunnyvale",2722.32095026308,0.9,1067050,1030316,36734,3.4,1063479.01441224,2017,"12090","18034","58011","8057","6099","1545","3925",25.8,"54567","12392","9989","3779","5151",181,2004,16412,1481,4913,1725,6709,2875,26757,13289,5806,2595,1131,77710,4631,3444,93,134234,47631,9767,6448,2086,1379,1819,147171,126034,33291,5901,0,2017,"Sage at Cupertino, Cupertino, California",-122.001625,37.3210529,-122.0322895,37.3228934,"Pass","Sunnyvale, California",37.3688301,-122.036349
482,"Single Asset","Residential","Shorenstein Properties","Carmel Partners","Sunnyvale","Residential, Multi-Family, Retail","Loft House","Fund Manager","Fund Manager",104,NA,121010,NA,"2017-06","Sunnyvale",1033.52205002813,1.04,1069465,1033661,35804,3.3,1095707.48129261,2017,"12090","18034","58011","8057","6099","1545","3925",25.8,"54567","12392","9989","3779","5151",181,2004,16412,1481,4913,1725,6709,2875,26757,13289,5806,2595,1131,77710,4631,3444,93,134234,47631,9767,6448,2086,1379,1819,147171,126034,33291,5901,0,2017,"Loft House, Sunnyvale, California",-122.0321237,37.3774859,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
496,"Single Asset","Land","OTO Development","Unidentified Seller/s","Sunnyvale","Land, Development Site","767-769 North Mathilda Avenue","Fund Manager","Other",21,NA,148104,NA,"2017-06","Sunnyvale",2940.37843212591,1.04,1069465,1033661,35804,3.3,1095707.48129261,2017,"12090","18034","58011","8057","6099","1545","3925",25.8,"54567","12392","9989","3779","5151",181,2004,16412,1481,4913,1725,6709,2875,26757,13289,5806,2595,1131,77710,4631,3444,93,134234,47631,9767,6448,2086,1379,1819,147171,126034,33291,5901,0,2017,"767-769 North Mathilda Avenue, Sunnyvale, California",-122.029546,37.3946849,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
499,"Single Asset","Office","Harbor Group International","Unidentified Seller/s","Cupertino","Office","Torre Plaza","Fund Manager","Other",66.25,NA,88580,NA,"2017-06","Sunnyvale",506.786044716956,1.04,1069465,1033661,35804,3.3,1095707.48129261,2017,"12090","18034","58011","8057","6099","1545","3925",25.8,"54567","12392","9989","3779","5151",181,2004,16412,1481,4913,1725,6709,2875,26757,13289,5806,2595,1131,77710,4631,3444,93,134234,47631,9767,6448,2086,1379,1819,147171,126034,33291,5901,0,2017,"Torre Plaza, Cupertino, California",-122.0295236,37.3189075,-122.0322895,37.3228934,"Pass","Sunnyvale, California",37.3688301,-122.036349
368,"Single Asset","Residential","Greystar Real Estate Partners","AvalonBay Communities","Sunnyvale","Residential, Multi-Family","Avana Sunnyvale","Fund Manager","Fund Manager",107,NA,NA,NA,"2017-08","Sunnyvale",2492.29906060966,1.16,1070369,1035609,34760,3.2,1117317.12420408,2017,"12090","18034","58011","8057","6099","1545","3925",25.8,"54567","12392","9989","3779","5151",181,2004,16412,1481,4913,1725,6709,2875,26757,13289,5806,2595,1131,77710,4631,3444,93,134234,47631,9767,6448,2086,1379,1819,147171,126034,33291,5901,0,2017,"Avana Sunnyvale, Sunnyvale, California",-122.0139058,37.382364,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
373,"Single Asset","Residential","Unidentified Buyer/s","Calvera Partners","Sunnyvale","Residential, Multi-Family","PSKL","Other","Fund Manager",15.7,NA,27179,NA,"2017-08","Sunnyvale",2245.54326318062,1.16,1070369,1035609,34760,3.2,1117317.12420408,2017,"12090","18034","58011","8057","6099","1545","3925",25.8,"54567","12392","9989","3779","5151",181,2004,16412,1481,4913,1725,6709,2875,26757,13289,5806,2595,1131,77710,4631,3444,93,134234,47631,9767,6448,2086,1379,1819,147171,126034,33291,5901,0,2017,"PSKL, Sunnyvale, California",-122.0165999,37.3815031,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
284,"Single Asset","Office","The RMR Group","Parkway","Sunnyvale","Flex, Industrial, R&D, Office","350 West Java Drive","Fund Manager","Fund Manager",15.7,1,96415,NA,"2018-12","Sunnyvale",4961.4976250107,2.27,1080520,1050732,29788,2.8,1546561.84313109,2018,"12399","17824","65203","7129","5172","2045","4534",25.3,"58869","6455","13517","2642","6454",99,2009,15563,1093,7346,2366,8625,4272,26757,11638,4319,2255,1595,79560,4469,3635,273,150450,49927,10586,6431,1818,546,704,146866,127228,30470,5651,0,2018,"350 West Java Drive, Sunnyvale, California",-122.0189717,37.4112076,-122.036349,37.3688301,"Pass","Sunnyvale, California",37.3688301,-122.036349
2490,"Single Asset","Industrial","Unidentified Buyer/s","Morgan Stanley, Kearny Real Estate Company","Temecula","Distribution Warehouse, Industrial, Manufacturing","43195 Business Park Drive","Other","Fund Manager, Fund Manager",5.5,NA,162520,NA,"2012-06","Temecula",2244.35201496165,0.16,1538488,1393433,145055,9.4,362787.647719108,2012,"7696","25279","35306","6033","264","318","2209",32.8,"15746","10940","11519","3832","3400",269,2815,5187,2129,4874,1582,723,2517,3573,9125,8448,1685,2510,33547,7979,3871,40,81868,26250,6505,4578,1535,510,1499,90863,79137,18703,13450,0,2012,"43195 Business Park Drive, Temecula, California",-117.1694686,33.5028064,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
2263,"Single Asset","Industrial","Stos Partners, Pacifica Capital Investments","Unidentified Seller/s","Temecula","Industrial, Distribution Warehouse","42259 Rio Nedo Road","Fund Manager, Fund Manager","Other",2.58,NA,63126,NA,"2013-05","Temecula",2826.22417168395,0.11,1538715,1414974,123741,8,412079.870453962,2013,"8207","21318","32973","6260","259","1097","3839",34,"19584","9197","9937","3728","3079",302,3380,5065,1300,5139,1588,1278,2283,5738,9901,4867,2628,2056,36167,5467,3810,81,78165,26691,7188,6315,1377,522,1443,90896,78339,21395,14268,0,2013,"42259 Rio Nedo Road, Temecula, California",-117.1710671,33.510572,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
2155,"Single Asset","Retail","Pathfinder Partners","CWCapital","Temecula","Retail, Restaurant","Bel Villaggio I-II","Fund Manager","Fund Manager",12.75,NA,77000,NA,"2013-08","Temecula",3356.31367860892,0.08,1538110,1417039,121071,7.9,439553.202945856,2013,"8207","21318","32973","6260","259","1097","3839",34,"19584","9197","9937","3728","3079",302,3380,5065,1300,5139,1588,1278,2283,5738,9901,4867,2628,2056,36167,5467,3810,81,78165,26691,7188,6315,1377,522,1443,90896,78339,21395,14268,0,2013,"Bel Villaggio I-II, Temecula, California",-117.1487496,33.5247635,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
1812,"Single Asset","Retail","Lasalle Investment Management","Walton Street Capital, Alberta Development Partners","Temecula","Shopping Center, Retail, Neighbourhood Center","Rancho Temecula Town Center","Fund Manager","Fund Manager",60,NA,165934,NA,"2014-06","Temecula",5160.31798362986,0.1,1536008,1434953,101055,6.6,499012.20166598,2014,"8780","19888","37367","6290","0","530","2878",33.2,"20516","9721","12233","2664","3695",244,2047,4345,1290,6362,3167,1117,2044,4436,11465,6849,2759,2704,37356,7700,3646,127,80753,28375,8395,6836,1838,339,1691,97048,82273,24107,11539,0,2014,"Rancho Temecula Town Center, Temecula, California",-117.1428123,33.5408355,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
1427,"Single Asset","Residential","Sentinel Real Estate Corporation","Alliance Residential Company","Temecula","Residential","Vineyards at Old Town","Fund Manager","Fund Manager",70,NA,310210,NA,"2015-05","Temecula",190.480697263238,0.12,1548527,1465825,82702,5.3,522296.999522374,2015,"7616","22879","41725","5276","97","701","3202",35,"19540","12398","11190","3519","4797",371,3696,5707,802,5128,2654,445,2660,5308,11314,7577,2971,2811,38177,8375,4426,466,80495,28607,8586,6896,1655,821,2455,104726,83854,31119,6388,0,2015,"Vineyards at Old Town, Temecula, California",-117.1488156,33.4934243,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
1319,"Single Asset","Residential","Praedium Group","The Dinerstein Companies","Temecula","Residential, Multi-Family","The Vineyards at Paseo del Sol","Fund Manager","Fund Manager",69.65,NA,285955,NA,"2015-07","Temecula",4829.90283586146,0.13,1549981,1470105,79876,5.2,527566.054132115,2015,"7616","22879","41725","5276","97","701","3202",35,"19540","12398","11190","3519","4797",371,3696,5707,802,5128,2654,445,2660,5308,11314,7577,2971,2811,38177,8375,4426,466,80495,28607,8586,6896,1655,821,2455,104726,83854,31119,6388,0,2015,"The Vineyards at Paseo del Sol, Temecula, California",-117.0968093,33.4844017,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
1127,"Portfolio","Retail","Ares Management, Citivest Commercial Investments","Unidentified Seller/s","Temecula","Retail, Shopping Center","Temecula Town Center, Downtown Novato Center","Fund Manager, Fund Manager","Other",69.65,NA,339980,NA,"2015-12","Temecula",1234.23180093329,0.24,1554621,1478741,75880,4.9,536223.835644429,2015,"7616","22879","41725","5276","97","701","3202",35,"19540","12398","11190","3519","4797",371,3696,5707,802,5128,2654,445,2660,5308,11314,7577,2971,2811,38177,8375,4426,466,80495,28607,8586,6896,1655,821,2455,104726,83854,31119,6388,0,2015,"Temecula Town Center, Temecula, California",-117.1484424,33.5056862,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
1073,"Single Asset","Retail","Citivest Commercial Investments","Unidentified Seller/s","Temecula","Retail, Shopping Center","Temecula Town Center","Fund Manager","Other",60,NA,241980,NA,"2016-01","Temecula",1234.23180093329,0.34,1556688,1480959,75729,4.9,539886.97212532,2016,"10502","20527","40014","6267","7","665","3442",35.2,"19380","11077","13845","4086","3879",414,4193,3477,1359,6400,2688,1095,3188,6434,10511,6748,2064,3696,39079,8972,3839,377,90179,29065,6563,6114,855,838,1263,102091,78009,34606,9786,0,2016,"Temecula Town Center, Temecula, California",-117.1484424,33.5056862,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
790,"Single Asset","Residential","MIG Real Estate","Unidentified Seller/s","Temecula","Residential, Multi-Family","Cape May at Harveston","Fund Manager","Other",60,NA,NA,NA,"2016-08","Temecula",4935.28240741046,0.4,1565700,1491589,74111,4.7,551771.253913406,2016,"10502","20527","40014","6267","7","665","3442",35.2,"19380","11077","13845","4086","3879",414,4193,3477,1359,6400,2688,1095,3188,6434,10511,6748,2064,3696,39079,8972,3839,377,90179,29065,6563,6114,855,838,1263,102091,78009,34606,9786,0,2016,"Cape May at Harveston, Temecula, California",-117.1538625,33.5386376,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
520,"Single Asset","Land","MCA Realty","Unidentified Seller/s","Temecula","Industrial, Land, Development Site","Westside Business Center","Fund Manager","Other",60,NA,348484.5,NA,"2017-05","Temecula",190.480697263238,0.91,1570061,1504622,65439,4.2,559879.068394299,2017,"8048","23648","38286","5539","100","567","4474",37.2,"20528","9914","13618","4002","4362",104,3500,4854,1485,5566,2756,2222,3816,4573,9671,7764,2400,3713,39302,8763,4299,60,89173,29432,8453,6949,920,873,1545,108561,84354,35112,4956,0,2017,"Westside Business Center, Temecula, California",-117.1488156,33.4934243,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
421,"Single Asset","Mixed Use","Anderson Family Office","Winchester Equities","Temecula","Industrial, Retail","41735 Winchester Road","Investor","Fund Manager",3.2,NA,27924,NA,"2017-07","Temecula",3298.79776612342,1.15,1571339,1507748,63591,4,570211.445999387,2017,"8048","23648","38286","5539","100","567","4474",37.2,"20528","9914","13618","4002","4362",104,3500,4854,1485,5566,2756,2222,3816,4573,9671,7764,2400,3713,39302,8763,4299,60,89173,29432,8453,6949,920,873,1545,108561,84354,35112,4956,0,2017,"41735 Winchester Road, Temecula, California",-117.169019,33.5181337,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
156,"Single Asset","Industrial","Westcore Properties","Unidentified Seller/s","Temecula","Distribution Warehouse, Industrial, Office","28381 Vincent Moraga Drive","Fund Manager","Other",16,NA,108927,NA,"2021-04","Temecula",967.388101903103,0.07,1530556,1419758,110798,7.2,746012.102905299,2021,"8976","22600","30066","4534","0","946","10196",34.8,"22133","7605","8657","2039","5601",381,2844,4689,1192,4412,3126,854,3543,4073,10059,7190,978,2694,34644,8205,3068,118,99805,28917,9304,8520,1417,1503,3138,102308,80160,31965,7433,0,2021,"28381 Vincent Moraga Drive, Temecula, California",-117.1575067,33.4966366,-117.147366,33.4946353,"Pass","Temecula, California",33.4946353,-117.147366
2833,"Single Asset","Residential","Wheelock Street Capital","Unidentified Seller/s","Westlake Village","Hotel, Full Service","Hyatt Westlake Plaza","Fund Manager","Other",58.5043582905806,NA,NA,NA,"2011-04","Thousand Oaks",2094.40204556033,0.1,429786,384415,45371,10.6,541030.32408554,2011,"6113","21388","44000","4370","333","1407","5554",24,"31021","6770","15824","3138","2965",108,3815,6725,1126,6403,1355,2351,8532,8466,13232,3439,2722,1444,44181,6357,8731,449,96943,37041,14296,9980,1489,1199,1199,115110,102525,26699,12530,0,2011,"Hyatt Westlake Plaza, Westlake Village, California",-118.8271571,34.1532752,-118.8061794,34.1460234,"Pass","Thousand Oaks, California",34.1705609,-118.8375937
2325,"Single Asset","Niche","DiNapoli Capital Partners","Unidentified Seller/s","Agoura","Niche, Senior Home","Meadowbrook Senior Living","Fund Manager","Other",58.5043582905806,NA,NA,NA,"2013-02","Thousand Oaks",2447.37452996148,0.15,434441,398177,36264,8.3,519982.989684007,2013,"7513","19838","50375","3694","638","1470","5047",25.5,"33026","9577","15842","3309","2529",470,3013,7374,2100,7043,503,2704,5863,11113,11765,8471,2132,1732,50705,5673,7905,0,101417,38243,13974,9336,1415,386,1716,112916,100225,27622,15324,0,2013,"Meadowbrook Senior Living, Agoura, California",-118.7616764,34.1533395,-118.7381293,34.1431615,"Pass","Thousand Oaks, California",34.1705609,-118.8375937
1657,"Single Asset","Office","Rockwood Capital, Barker Pacific Group","TA Realty","Westlake Village","Office","Westlake Spectrum","Fund Manager, Fund Manager","Fund Manager",58.5043582905806,NA,107381,NA,"2014-11","Thousand Oaks",130.017644635732,0.09,428969,402089,26880,6.3,623293.415556873,2014,"7010","20950","50323","4185","1053","740","4104",26.1,"31816","9195","15614","3377","3510",458,2793,5811,1369,7411,1555,3270,6600,10387,11297,7507,2728,2326,49595,6261,7656,0,97291,37203,14405,8840,1303,680,998,120695,102715,34100,8326,0,2014,"Westlake Spectrum, Westlake Village, California",-118.8073729,34.1466467,-118.8061794,34.1460234,"Pass","Thousand Oaks, California",34.1705609,-118.8375937
1503,"Single Asset","Land","Unidentified Buyer/s","Champion Real Estate Company","Thousand Oaks","Retail, Development Site, Land","Orchard Supply Hardware","Other","Fund Manager",58.5043582905806,NA,217800,NA,"2015-03","Thousand Oaks",4405.34200340186,0.11,428773,403477,25296,5.9,633877.714800385,2015,"6329","21291","50195","4034","562","1308","5539",27.8,"33252","9473","14237","2208","4557",170,2619,8866,1692,5318,1449,2552,6823,10041,13113,6870,2088,2126,50745,7825,5037,120,108322,37708,14827,8836,1032,141,1676,122319,102982,36759,6612,0,2015,"Orchard Supply Hardware, Thousand Oaks, California",-118.8426309,34.2099148,-118.8375937,34.1705609,"Pass","Thousand Oaks, California",34.1705609,-118.8375937
654,"Single Asset","Office","Bascom Group, Harbor Associates","CWCapital","Thousand Oaks","Office","Conejo Spectrum","Fund Manager, Fund Manager","Fund Manager",13,NA,159186,NA,"2016-12","Thousand Oaks",9255.69277443708,0.54,423860,402316,21544,5.1,680913.146969868,2016,"8369","17188","51782","4266","476","1289","5489",24.2,"32488","10886","14127","4005","3168",474,2614,6204,2148,5653,1222,2501,5657,10257,12829,7524,5089,2502,50406,7548,6537,183,100578,37179,14437,10177,2408,645,1291,121628,98172,40174,6669,0,2016,"Conejo Spectrum, Thousand Oaks, California",-118.9306822,34.2019215,-118.8375937,34.1705609,"Pass","Thousand Oaks, California",34.1705609,-118.8375937
532,"Single Asset","Office","The Johnston Group","Unidentified Seller/s","Westlake Village","Office","The Point @ Via Colinas","Fund Manager","Other",13,NA,16700,NA,"2017-05","Thousand Oaks",1409.33451904106,0.91,423706,404020,19686,4.6,703623.717069197,2017,"7597","20403","48181","4689","643","596","6807",28.1,"33261","9361","16970","2641","2232",243,2339,5656,1478,5389,1096,2446,7144,9929,14833,7241,3747,2924,51366,7368,5682,49,100338,36369,15480,10449,924,792,1795,124569,106927,35475,3974,0,2017,"The Point @ Via Colinas, Westlake Village, California",-118.8065719,34.1586795,-118.8061794,34.1460234,"Pass","Thousand Oaks, California",34.1705609,-118.8375937
