"","Deal Name","Deal Date","Deal Type","Primary Location","Primary Asset Type","Deal Overview","Investors Buyers Firms ","Bought From Sellers Firms ","Asset Regions","Asset Countries","Asset States","Asset Cities","Assets Types","Assets","Buyer Type","Seller Type","Deal Size Usd Mn ","No Of Assets","Total Size Sq Ft ","distance.x","Year_Month","Town","distance","Date","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate Population 16 years and over","Estimate In labor force","Estimate In labor force!!Civilian labor force","Estimate In labor force Employed","Estimate In labor force Unemployed","Estimate In labor force!!Armed Forces","Estimate Not in labor force","Estimate Civilian labor force","Estimate Females 16 years and over","Estimate Own children under 6 years","Estimate All parents in family in labor force","Estimate Own children 6 to 17 years","Estimate Workers 16 years and over","Estimate Car, truck, or van -- drove alone","Estimate Car, truck, or van -- carpooled","Estimate Public transportation (excluding taxicab)","Estimate Walked","Estimate Other means","Estimate Worked at home","Estimate Mean travel time to work (minutes)","Estimate Civilian employed population 16 years and over","Estimate Management, business, science, and arts occupations","Estimate Service occupations","Estimate Sales and office occupations","Estimate Natural resources, construction, and maintenance occupations","Estimate Production, transportation, and material moving occupations","Estimate Civilian employed population 16 years and over.1","Estimate Agriculture, forestry, fishing and hunting, and mining","Estimate Construction","Estimate Manufacturing","Estimate Wholesale trade","Estimate Retail trade","Estimate Transportation and warehousing, and utilities","Estimate Information","Estimate Finance and insurance, and real estate and rental and leasing","Estimate Professional, scientific, and management, and administrative and waste management services","Estimate Educational services, and health care and social assistance","Estimate Arts, entertainment, and recreation, and accommodation and food services","Estimate Other services, except public administration","Estimate Public administration","Estimate Civilian employed population 16 years and over.2","Estimate Private wage and salary workers","Estimate Government workers","Estimate Self-employed in own not incorporated business workers","Estimate Unpaid family workers","Estimate Total households","Estimate Less than $10,000","Estimate $10,000 to $14,999","Estimate $15,000 to $24,999","Estimate $25,000 to $34,999","Estimate $35,000 to $49,999","Estimate $50,000 to $74,999","Estimate $75,000 to $99,999","Estimate $100,000 to $149,999","Estimate $150,000 to $199,999","Estimate $200,000 or more","Estimate Median household income (dollars)","Estimate Mean household income (dollars)","Estimate With earnings","Estimate With earnings!!Mean earnings (dollars)","Estimate With Social Security","Estimate With Social Security!!Mean Social Security income (dollars)","Estimate With retirement income","Estimate With retirement income!!Mean retirement income (dollars)","Estimate With Supplemental Security Income","Estimate With Supplemental Security Income!!Mean Supplemental Security Income (dollars)","Estimate With cash public assistance income","Estimate With cash public assistance income!!Mean cash public assistance income (dollars)","Estimate With Food Stamp/SNAP benefits in the past 12 months","Estimate Families","Estimate Median family income (dollars)","Estimate Mean family income (dollars)","Estimate Per capita income (dollars)","Estimate Nonfamily households","Estimate Median nonfamily income (dollars)","Estimate Mean nonfamily income (dollars)","Estimate Median earnings for workers (dollars)","Estimate Median earnings for male full-time, year-round workers (dollars)","Estimate Median earnings for female full-time, year-round workers (dollars)","Estimate Civilian noninstitutionalized population","Estimate With health insurance coverage","Estimate With health insurance coverage!!With private health insurance","Estimate With health insurance coverage!!With public coverage","Estimate No health insurance coverage","Estimate Civilian noninstitutionalized population under 18 years","Estimate Civilian noninstitutionalized population 18 to 64 years","Estimate In labor force.1","Estimate In labor force!!Employed","Estimate In labor force With health insurance coverage","Estimate In labor force With health insurance coverage!!With private health insurance","Estimate In labor force With health insurance coverage!!With public coverage","Estimate In labor force No health insurance coverage","Estimate In labor force!!Unemployed","Estimate In labor force With health insurance coverage.1","Estimate In labor force With health insurance coverage!!With private health insurance.1","Estimate In labor force With health insurance coverage!!With public coverage.1","Estimate In labor force No health insurance coverage.1","Estimate Not in labor force.1","Estimate Not in labor force!!With health insurance coverage","Estimate Not in labor force With private health insurance","Estimate Not in labor force With public coverage","Estimate Not in labor force!!No health insurance coverage","Estimate All families","Estimate All families!!With related children under 18 years","Estimate All families With related children under 5 years only","Estimate Married couple families","Estimate Married couple families!!With related children under 18 years","Estimate Married couple families With related children under 5 years only","Estimate Families with female householder, no husband present","Estimate Families with female householder, no husband present!!With related children under 18 years","Estimate Families with female householder, no husband present With related children under 5 years only","Estimate Under 18 years!!Related children under 18 years","Estimate Under 18 years Related children under 5 years","Estimate Under 18 years Related children 5 to 17 years","Opportunity_Zone"
"11","La Costa Meadows Business Center",2023-02-08,"Single Asset","US","Industrial","In February 2023, Birtcher Anderson & Davis and Trinity Private Equity Group acquired La Costa Meadows Business Center from an unidentified institutional investor. The industrial complex is located in San Marcos, CA, US.","Birtcher Anderson & Davis, Trinity Private Equity Group","Unidentified Seller/s","North America","US","CA","San Marcos","Industrial, Flex, Office","La Costa Meadows Business Center","Fund Manager, Fund Manager","Other",NA,NA,158923,NA,"2023-02","San Marcos",0,2023-02-01,4.57,"1593708","1537974","55734","3.5",879282.107212057,"2023","75846","50781","50309","47682","2627","472","25065","50309","38265","5470","4000","16256","47326","34370","3440","93","951","792","7680","26.7","47682","20300","7997","10607","4122","4656","47682","808","3950","5841","859","4001","1892","649","2754","7155","9778","6177","1901","1917","47682","38731","6172","2556","223","31360","1564","733","851","1966","2048","4551","4786","5469","3688","5704","96214","122920","26559","127498","8021","19980","5264","22651","1607","13213","537","7492","3206","23198","115473","138201","41398","8162","65625","74890","45920","65401","63081","93608","85881","66300","27183","7727","23220","59270","47090","44947","41111","36722","6069","3836","2143","1400","245","1209","743","12180","10143","7352","3583","2037","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"12","US, Retail Portfolio",2023-02-02,"Portfolio","US","Retail","In February 2023, Red Mountain Group acquired a portfolio of 20 retail properties from Big Lots. The assets are located in 20 different cities across four US states, 16 of which are located in California.

The transaction also includes a land parcel.","Red Mountain Group","Big Lots","North America","US","CA","San Bernardino","Free Standing, Retail","9008 Foothill Boulevard","Fund Manager","Other",47.5,NA,463427,NA,"2023-02","San Bernardino",0,2023-02-01,4.57,"2159324","2066128","93196","4.3",417518.634263983,"2023","168473","105710","105661","100295","5366","49","62763","105661","85264","19424","13047","40169","96221","73751","11114","924","1291","2911","6230","30.7","100295","21629","21590","20146","11828","25102","100295","171","10057","6540","2011","11948","14014","1923","2123","9472","22522","8543","6593","4378","100295","80349","13137","6670","139","64370","3551","3296","5478","4861","7257","12051","9667","10020","5124","3065","63328","80118","54660","80289","16164","17296","8792","26533","5054","11452","8657","5044","15470","46926","68685","83482","23641","17444","46135","57698","36171","46760","42190","221460","198799","95894","114623","22661","66035","134614","100171","95151","81052","56827","26921","14099","5020","4347","1426","3281","673","34443","29652","9407","21253","4791","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"13","1141 9th Street",2023-02-02,"Single Asset","US","Residential","In February 2023, Triwest Development sold 1141 9th Street to an unidentified buyer. The residential property is located in Manhattan Beach, CA, US.","Unidentified Buyer/s","Triwest Development","North America","US","CA","Manhattan Beach","Multi-Family, Residential","1141 9th Street","Other","Fund Manager",4.7,1,7501,NA,"2023-02","Hawthorne",5358.29134365546,2023-02-01,4.57,"6611789","6313929","297860","4.5",842922.980997336,"2023","66674","47634","47348","43867","3481","286","19040","47348","34929","5478","4067","12416","42981","30929","4022","1919","1224","1424","3463","29.4","43867","13904","11271","9582","2907","6203","43867","60","2476","3988","631","4471","4404","849","1964","8303","9076","4846","2093","706","43867","36094","5914","1718","141","32299","1629","2028","2587","3005","2118","6872","3566","5466","2633","2395","65166","87663","27107","90011","6448","21102","5150","25168","1903","11194","1469","4494","5903","19505","73154","97062","34246","12794","51048","66170","43109","55894","50547","82630","74187","44518","37142","8443","19768","52159","45183","42005","36350","29163","9119","5655","3178","2608","997","1611","570","6976","5492","1767","4225","1484","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"14","19 Hughes Avenue",2023-01-10,"Single Asset","US","Industrial","In January 2023, a joint venture between EBS Realty Partners and Penwood Real Estate Investment Management acquired 19 Hughes Avenue from an unidentified seller. The industrial complex is located in Irvine, CA, US.","Penwood Real Estate Investment Management, EBS Realty Partners","Unidentified Seller/s","North America","US","CA","Irvine","Manufacturing, Industrial, R&D","19 Hughes Avenue","Fund Manager","Other",24,1,186000,NA,"2023-01","Irvine",0,2023-01-01,4.33,"6607085","6311524","295561","4.5",1228299.80929414,"2023","251119","170127","169859","162291","7568","268","80992","169859","131547","20965","14943","48197","160216","96159","10187","2574","6119","6155","39022","26.2","162291","108650","18344","25216","2220","7861","162291","541","4797","20299","3541","11935","4882","4846","15732","31712","39241","14925","4675","5165","162291","131203","22485","8536","67","111471","6946","1258","4312","3005","5494","10692","10941","19885","15538","33400","127989","168538","95974","170233","17382","29031","16362","36756","3441","10590","1271","2757","8312","73593","157518","196532","60531","37878","86291","106351","70319","110681","81944","314312","303104","254944","68934","11208","78985","202445","158401","151567","146704","136221","13046","4863","6834","6345","4499","2434","489","44044","40856","32436","10473","3188","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"15","The Social Chico Cottages",2022-12-15,"Single Asset","US","Niche","In December 2022, FPA Multifamily sold The Social Chico Cottages to an unidentified buyer. The student housing property is located in Chico, CA, US.","Unidentified Buyer/s","FPA Multifamily","North America","US","CA","Chico","Student Housing, Niche","The Social Chico Cottages","Other","Fund Manager",NA,1,NA,NA,"2022-12","Chico",0,2022-12-01,4.1,"91844","87449","4395","4.8",478614.890314155,"2022","85915","56504","56437","53755","2682","67","29411","56437","43337","4683","3200","11850","52289","36090","4713","367","2314","1225","7580","18.7","53755","24175","11170","12648","2375","3387","53755","933","2501","3146","2556","5678","1844","1088","2281","6005","15202","9495","1864","1162","53755","39940","10147","3590","78","42826","3195","1565","3259","3863","5138","7251","5442","5775","3736","3602","65021","90870","32483","93183","11590","21688","10485","36599","3322","11008","1529","4606","5146","18620","109121","122474","39381","24206","43877","63442","32449","60456","49807","100577","94222","72775","36688","6355","19116","66073","52525","50084","46724","39669","10142","3360","2441","1854","816","1427","587","13548","11777","8035","4691","1771","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"16","641 25th Street",2022-12-15,"Single Asset","US","Residential","In December 2022, Triwest Development sold 641 25th Street to an unidentified buyer. The residential property is located in Manhattan Beach, CA, US.","Unidentified Buyer/s","Triwest Development","North America","US","CA","Manhattan Beach","Single Family, Residential","641 25th Street","Other","Fund Manager",NA,1,5120,NA,"2022-12","Hawthorne",5358.29134365546,2022-12-01,4.1,"6598682","6308173","290509","4.4000000000000004",856058.799962405,"2022","66106","46897","46779","44912","1867","118","19209","46779","33818","5554","4884","13804","43793","28918","5686","1273","1065","2855","3996","28.2","44912","14595","11588","9160","3163","6406","44912","0","2566","5178","386","4676","4534","1165","1985","5361","9320","6660","1588","1493","44912","36647","5189","2990","86","30066","1999","861","1235","2375","3833","5327","4430","5189","1719","3098","73515","98000","25530","102536","5068","17031","4473","28516","1918","8922","1536","3983","5350","19709","77227","104475","35480","10357","54420","78291","40111","51955","50290","83974","71855","39449","35928","12119","21430","55296","44853","43068","34759","25234","10273","8309","1785","1259","449","1058","526","10443","8864","3987","5399","1579","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"17","Windward Plaza",2022-12-15,"Single Asset","US","Mixed Use","In December 2022, HP Investors acquired Windward Plaza from an unidentified seller. The mixed use property is located in Solana Beach, CA, US.","HP Investors","Unidentified Seller/s","North America","US","CA","Solana Beach","Flex, Industrial, Office Showroom, Retail","Windward Plaza","Fund Manager","Other",NA,1,12635,NA,"2022-12","San Marcos",18379.7369998248,2022-12-01,4.1,"1589161","1534769","54392","3.4",895690.541969622,"2022","75314","50102","49746","48161","1585","356","25212","49746","38637","7071","5159","14533","47779","33887","4607","301","576","629","7779","28.4","48161","21622","8690","9703","3879","4267","48161","420","3898","6252","653","5343","1771","995","3030","7192","10236","5230","1905","1236","48161","38647","5652","3862","0","31301","1085","714","1362","2215","1888","4959","2877","6066","3733","6402","103595","132092","26049","138806","7280","22278","6773","28928","1201","8986","517","10864","3082","22558","122605","150239","44771","8743","53800","73688","41728","73766","58846","94349","87621","63150","32871","6728","24349","57663","45801","44349","40141","34825","7053","4208","1452","1452","986","650","0","11862","10286","6526","4472","1576","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"18","Anavia Apartments",2022-11-21,"Single Asset","US","Residential","In November 2022, Chapman University Endowment acquired Anavia Apartments from Essex Property Trust. The residential complex is located in Los Angeles, CA, US.

Upon acquisition, the asset will be redeveloped into a student housing property and will be renamed as Chapman Court.","Chapman University Endowment","Essex Property Trust","North America","US","CA","Los Angeles","Residential, Multi-Family","Anavia Apartments","Investor","Fund Manager",160,NA,312342,NA,"2022-11","Los Angeles",0,2022-11-01,3.78,"6587872","6304301","283571","4.3",1089535.3286716,"2022","3182860","2137835","2136492","1992897","143595","1343","1045025","2136492","1594178","213674","141970","466615","1946328","1151379","181212","118615","59258","51504","384360","30.2","1992897","858679","380029","377746","152586","223857","1992897","7260","133402","138065","44270","196369","107301","130212","110895","313585","397881","246240","118803","48614","1992897","1566656","198716","222078","5447","1439805","91662","69104","102601","103527","137132","206926","169010","223295","126560","209988","76135","117701","1198706","119388","323611","19995","195626","34434","92696","10345","71334","5586","236296","824313","86380","134668","45270","615492","57068","89179","40742","56862","56657","3796059","3441803","2097260","1626788","354256","765169","2488299","1982189","1853212","1623671","1283853","383925","229541","128977","109065","52938","59997","19912","506110","436579","204107","251789","69531","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"19","San Bernardino, CA, Office Portfolio",2022-11-15,"Portfolio","US","Office","In November 2022, a joint venture between Harbor Associates and Taconic Capital sold a portfolio of two office properties to an unidentified buyer. The assets are located in San Bernardino, CA, US.

The assets are within Tri-City Corporate Centre.","Unidentified Buyer/s","Taconic Capital, Harbor Associates","North America","US","CA","San Bernardino","Office","One Carnegie Plaza, Two Carnegie Plaza","Other","Fund Manager, Fund Manager",34.2,2,177198,NA,"2022-11","San Bernardino",0,2022-11-01,3.78,"2152114","2063153","88961","4.0999999999999996",414485.764598772,"2022","170204","105706","105596","99989","5607","110","64498","105596","87761","16668","9787","38034","97153","75791","12481","1740","599","1171","5371","28.1","99989","18848","21309","20280","11015","28537","99989","254","10377","6522","2321","15657","16862","509","1837","10937","17559","9160","3365","4629","99989","82270","12232","5303","184","65420","2876","3658","5446","6696","8062","11692","10515","10342","3823","2310","62801","76074","53621","78550","16533","16740","10305","26770","3917","9329","4973","5796","16199","47920","70432","79579","23466","17500","34315","52958","31899","45604","36109","216855","191948","96533","107219","24907","61625","132474","98882","93910","80638","58816","24130","13272","4972","3370","549","2942","1602","33592","27337","9469","18959","6255","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"20","Woodbridge Manor",2022-10-24 01:00:00,"Single Asset","US","Niche","In October 2022, Fairstead Capital, iimpact Capital, Nuveen, Asland Capital Partners, and Innovative Housing Opportunities acquired Woodbridge Manor from an unidentified seller. The senior home complex is located in Los Angeles, CA, US.","Nuveen, Fairstead Capital, iimpact capital, Asland Capital Partners, Innovative Housing Opportunities","Unidentified Seller/s","North America","US","CA","Los Angeles","Senior Home, Niche","Woodbridge Manor","Fund Manager, Fund Manager, Fund Manager, Fund Manager","Other",NA,NA,NA,NA,"2022-10","Los Angeles",0,2022-10-01,3.08,"6576809","6300904","275905","4.2",1096012.67129985,"2022","3182860","2137835","2136492","1992897","143595","1343","1045025","2136492","1594178","213674","141970","466615","1946328","1151379","181212","118615","59258","51504","384360","30.2","1992897","858679","380029","377746","152586","223857","1992897","7260","133402","138065","44270","196369","107301","130212","110895","313585","397881","246240","118803","48614","1992897","1566656","198716","222078","5447","1439805","91662","69104","102601","103527","137132","206926","169010","223295","126560","209988","76135","117701","1198706","119388","323611","19995","195626","34434","92696","10345","71334","5586","236296","824313","86380","134668","45270","615492","57068","89179","40742","56862","56657","3796059","3441803","2097260","1626788","354256","765169","2488299","1982189","1853212","1623671","1283853","383925","229541","128977","109065","52938","59997","19912","506110","436579","204107","251789","69531","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"21","722 Marine St",2022-10-11 01:00:00,"Single Asset","US","Residential","In October 2022, Triwest Development sold 722 Marine St to an unidentified buyer. The residential property is located in Santa Monica, CA, US.","Unidentified Buyer/s","Triwest Development","North America","US","CA","Santa Monica","Single Family, Residential","722 Marine St","Other","Fund Manager",2.795,1,2463,NA,"2022-10","Santa Monica",0,2022-10-01,3.08,"6576809","6300904","275905","4.2",2070666.47232178,"2022","77504","50941","50817","49154","1663","124","26563","50817","42112","4301","4119","8274","47991","22257","917","1132","2944","2417","18324","23.9","49154","32838","6984","7286","476","1570","49154","265","783","1958","475","3361","2084","5389","4240","11424","9145","6194","2519","1317","49154","38199","4943","5964","48","43189","3133","1248","3200","1328","2689","5323","3120","7049","4856","11243","110030","177579","32977","187438","12149","23409","8212","36914","1421","12107","1292","2856","2830","20341","124856","219075","86377","22848","78359","135298","73190","107108","85886","88822","86612","63777","32001","2210","14308","56308","45477","43814","42389","36730","6412","1425","1663","1589","1122","467","74","10831","10274","6820","4313","557","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"22","Strawberry Village",2022-10-06 01:00:00,"Single Asset","US","Retail","In October 2022, Edens acquired Strawberry Village from an unidentified seller. The retail complex is located in San Francisco, CA, US.","Edens","Unidentified Seller/s","North America","US","CA","San Francisco","Retail, Shopping Center","Strawberry Village","Fund Manager","Other",NA,NA,175385,NA,"2022-10","San Francisco",0,2022-10-01,3.08,"2517694","2444259","73435","2.9",1434816.80584899,"2022","710491","490027","489627","471600","18027","400","220464","489627","345035","36043","28035","68532","465181","135266","28100","78649","43512","28340","151314","29.5","471600","307014","55032","70755","12295","26504","471600","991","14996","22384","6626","37006","22592","28320","41043","127096","98134","38568","18324","15520","471600","379775","60774","30222","829","361912","16476","15299","18506","12882","17770","28662","33512","51373","41073","126359","136692","199900","291737","214136","86160","21509","67423","39369","24385","9939","12993","5542","42111","169284","167861","243504","89736","192628","102409","155357","83471","120237","100175","804559","780475","614249","247553","24084","118087","540513","456867","440106","428125","400166","36130","11981","16761","14589","7970","6867","2172","83646","77625","43585","38447","6021","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"23","13819 Slover Avenue",2022-08-24 01:00:00,"Single Asset","US","Industrial","In August 2022, Realterm acquired 13819 Slover Avenue from an unidentified seller. The industrial property is located in San Bernardino, CA, US.","Realterm","Unidentified Seller/s","North America","US","CA","San Bernardino","Distribution Warehouse, Industrial, Office","13819 Slover Avenue","Fund Manager","Other",NA,1,NA,NA,"2022-08","San Bernardino",0,2022-08-01,2.33,"2146203","2062255","83948","3.9",414126.684551891,"2022","170204","105706","105596","99989","5607","110","64498","105596","87761","16668","9787","38034","97153","75791","12481","1740","599","1171","5371","28.1","99989","18848","21309","20280","11015","28537","99989","254","10377","6522","2321","15657","16862","509","1837","10937","17559","9160","3365","4629","99989","82270","12232","5303","184","65420","2876","3658","5446","6696","8062","11692","10515","10342","3823","2310","62801","76074","53621","78550","16533","16740","10305","26770","3917","9329","4973","5796","16199","47920","70432","79579","23466","17500","34315","52958","31899","45604","36109","216855","191948","96533","107219","24907","61625","132474","98882","93910","80638","58816","24130","13272","4972","3370","549","2942","1602","33592","27337","9469","18959","6255","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"24","540 West 132nd Street",2022-08-23 01:00:00,"Single Asset","US","Industrial","In August 2022, CenterPoint Properties acquired 540 West 132nd Street from an unidentified seller. The industrial property is located in Los Angeles, CA, US.","CenterPoint Properties","Unidentified Seller/s","North America","US","CA","Los Angeles","Manufacturing, Industrial","540 West 132nd Street","Fund Manager","Other",NA,NA,10864,NA,"2022-08","Los Angeles",0,2022-08-01,2.33,"6566407","6298152","268255","4.0999999999999996",1100764.3325517,"2022","3182860","2137835","2136492","1992897","143595","1343","1045025","2136492","1594178","213674","141970","466615","1946328","1151379","181212","118615","59258","51504","384360","30.2","1992897","858679","380029","377746","152586","223857","1992897","7260","133402","138065","44270","196369","107301","130212","110895","313585","397881","246240","118803","48614","1992897","1566656","198716","222078","5447","1439805","91662","69104","102601","103527","137132","206926","169010","223295","126560","209988","76135","117701","1198706","119388","323611","19995","195626","34434","92696","10345","71334","5586","236296","824313","86380","134668","45270","615492","57068","89179","40742","56862","56657","3796059","3441803","2097260","1626788","354256","765169","2488299","1982189","1853212","1623671","1283853","383925","229541","128977","109065","52938","59997","19912","506110","436579","204107","251789","69531","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"25","Arroyo Center",2022-08-15 01:00:00,"Single Asset","US","Mixed Use","In August 2022, Embarcadero Capital Partners, on behalf of its Embarcadero Capital Investors IV Fund, sold Arroyo Center to an unidentified buyer. The mixed use complex is located in Pleasanton, CA US.","Unidentified Buyer/s","Embarcadero Capital Partners","North America","US","CA","Pleasanton","Flex, Industrial, Office, Mixed Use","Arroyo Center","Other","Fund Manager",NA,NA,114000,NA,"2022-08","Pleasanton",0,2022-08-01,2.33,"2516542","2446532","70010","2.8",1705565.02677221,"2022","61804","41319","41319","39661","1658","0","20485","41319","31701","3712","2751","13060","39152","20435","2660","1516","203","1180","13158","35.4","39661","30194","1754","5835","1175","703","39661","162","897","4937","538","4082","1176","1784","2670","12179","7928","1216","1282","810","39661","33468","4301","1892","0","29870","798","166","980","1271","658","2032","1665","3492","4610","14198","183969","234070","24394","237770","6262","26313","6913","52176","128","N","577","3024","505","22512","243719","274262","91595","7358","89557","107988","107078","142941","140637","76505","75529","67341","15664","976","17841","46256","39128","37552","37407","36591","1439","145","1576","1517","1288","229","59","7128","7012","6272","946","116","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"26","Vivo Living Rancho Cordova",2022-08-15 01:00:00,"Single Asset","US","Residential","In August 2022, Vivo Investment Group acquired Vivo Living Rancho Cordova from an unidentified seller. The residential complex is located in Rancho Cordova, CA, US.","Vivo Investment Group","Unidentified Seller/s","North America","US","CA","Rancho Cordova","Multi-Family, Residential","Vivo Living Rancho Cordova","Fund Manager","Other",NA,1,NA,NA,"2022-08","Rancho Cordova",0,2022-08-01,2.33,"1111578","1071640","39938","3.6",566118.676719183,"2022","62639","41336","41116","38918","2198","220","21303","41116","33186","5582","3128","13865","38364","22423","4073","549","1011","1057","9251","27.1","38918","16451","6193","10398","1688","4188","38918","64","1920","4123","765","4778","1346","644","2312","6521","7679","2926","1244","4596","38918","29304","7791","1823","0","28661","1384","520","1211","1248","2678","5612","4043","5962","2522","3481","82178","107616","23758","107123","6522","20441","5906","36634","2380","12301","903","7336","4917","18926","97441","117059","38935","9735","64688","83790","48756","71202","54919","80271","76765","51722","34478","3506","21142","49553","39353","37155","36074","30364","7001","1081","2198","1874","631","1352","324","10200","10024","4490","6620","176","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"27","1210 Larrabee Street",2022-08-10 01:00:00,"Single Asset","US","Residential","In August 2022, Triwest Development sold 1210 Larrabee Street to an unidentified buyer. The residential property is located in West Hollywood, CA, US.","Unidentified Buyer/s","Triwest Development","North America","US","CA","West Hollywood","Residential, Multi-Family","1210 Larrabee Street","Other","Fund Manager",6.817,1,9104,NA,"2022-08","Burbank",11431.5610872922,2022-08-01,2.33,"6566407","6298152","268255","4.0999999999999996",1073459.63801004,"2022","86259","58483","58483","55159","3324","0","27776","58483","44063","6748","4451","12195","53679","31430","3059","285","2410","1152","15343","23.5","55159","30049","9323","9860","2675","3252","55159","198","1669","2001","507","5842","2630","6263","3350","7110","12532","8476","2213","2368","55159","39772","9220","6085","82","43975","2297","2509","2628","3272","2833","4903","4709","9144","4448","7232","92581","121877","35684","120237","10098","23566","7224","33154","2741","10767","4116","5340","5831","26656","110494","137789","52368","17319","60533","92106","51303","81879","65434","103599","99498","66027","41442","4101","20635","65874","54222","50975","48799","39335","10793","2176","3247","2989","1600","1522","258","11652","10210","6060","4928","1442","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"28","19500 South Alameda Street",2022-08-03 01:00:00,"Single Asset","US","Industrial","In August 2022, Terreno Realty Corporation acquired 19500 South Alameda Street from an unidentified seller. The industrial property is located in Los Angeles, CA, US.","Terreno Realty Corporation","Unidentified Seller/s","North America","US","CA","Los Angeles","Distribution Warehouse, Industrial","19500 South Alameda Street","Fund Manager","Other",NA,NA,91500,NA,"2022-08","Los Angeles",0,2022-08-01,2.33,"6566407","6298152","268255","4.0999999999999996",1100764.3325517,"2022","3182860","2137835","2136492","1992897","143595","1343","1045025","2136492","1594178","213674","141970","466615","1946328","1151379","181212","118615","59258","51504","384360","30.2","1992897","858679","380029","377746","152586","223857","1992897","7260","133402","138065","44270","196369","107301","130212","110895","313585","397881","246240","118803","48614","1992897","1566656","198716","222078","5447","1439805","91662","69104","102601","103527","137132","206926","169010","223295","126560","209988","76135","117701","1198706","119388","323611","19995","195626","34434","92696","10345","71334","5586","236296","824313","86380","134668","45270","615492","57068","89179","40742","56862","56657","3796059","3441803","2097260","1626788","354256","765169","2488299","1982189","1853212","1623671","1283853","383925","229541","128977","109065","52938","59997","19912","506110","436579","204107","251789","69531","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
